Year,Month,Country,Institute,Longitude,Latitude,Journal,Title,Species,Functional group,Category
2019,July,China,Northwest A&F University ,108.073739,34.262242,Environmental Science and Technology ,Formation of Environmentally Persistent Free Radicals on Microplastics under Light Irradiation,none,Chemical,Chemical
2019,July,China,Xiamen University,118.0979,24.4373,Environmental Science and Technology ,Transgenerational Proteome Plasticity in Resilience of a Marine Copepod in Response to Environmentally Relevant Concentrations of Microplastics,Tigriopus japonicus ,Invert,Organism
2019,July,Italy,Expt Zooprophylact Inst Sicily A Mirri,13.33611,38.103508,Frontiers in Physiology ,"Biomarkers of Exposure to Chemical Contamination in the Commercial Fish Species Lepidopus caudatus (Euphrasen, 1788): A Particular Focus on Plastic Additives",Lepidopus caudatus,Small vert,Organism
2019,July,China,Ministry of Natural Resources of the People's Republic of China,116.4107,39.9049,Science of the Total Environment,"Distribution characteristics of microplastics in the seawater and sediment: A case study in Jiaozhou Bay, China",none,Water,Environment
2019,July,China,City University of Hong Kong,114.172308,22.336525,Science of the Total Environment,A preliminary screening of HBCD enantiomers transported by microplastics in wastewater treatment plants,none,Waste Water,Environment
2019,July,Mexico,University Politecn Sinaloa,-106.373949,23.264658,Science of the Total Environment,Biodynamics of mercury in mussel tissues as a function of exposure pathway: natural vs microplastic routes,Mytilus galloprovincialis,Invert,Organism
2019,July,China,Tsinghua University,116.2983,39.96,Journal of Cleaner Production ,"Microplastics in a municipal wastewater treatment plant: Fate, dynamic distribution, removal efficiencies, and control strategies",none,Waste Water,Environment
2019,July,Netherlands,Open University,5.957775,50.878443,Science of the Total Environment,Modelling global river export of microplastics to the marine environment: Sources and future trends,none,Water,Environment
2019,July,New Zealand,University of Auckland,174.7691,-36.8523,Critical Reviews in Environmental Science and Technology,Plastic ingestion by marine fish in the wild,Multiple,Review,Review
2019,July,Colombia,Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis,-74.23084,11.188136,Revista Ciencias Marinas y Costeras,"Impacts of marine debris contamination in the mangrove ecosystem of the Cienaga Grande de Santa Marta, Colombian Caribbean",none,Sediment,Environment
2019,July,Spain,Oceanographic Centre of Vigo,-8.813172,42.183809,Environmental Science and Pollution Research,Microplastic distribution in surface sediments along the Spanish Mediterranean continental shelf,none,Sediment,Environment
2019,July,United Kingdom,University of York,-1.0562,53.9455,Integrated Environmental Assessment and Management,Estimating the Mass of Chemicals Associated with Ocean Plastic Pollution to Inform Mitigation Efforts,none,Policy,Policy
2019,July,Portugal,Universidade de Aveiro,-8.657098,40.629946,International Journal of Environmental Research and Public Health,Solutions and Integrated Strategies for the Control and Mitigation of Plastic and Microplastic Pollution,none,Review,Review
2019,July,China,Tianjin University,117.176258,39.109873,Environmental Science - Processes and Impacts,"Occurrence and distribution of microplastics in the surface water and sediment of two typical estuaries in Bohai Bay, China",none,Water,Environment
2019,July,Germany,Eberhard Karls University of Tübingen,9.043793,48.529234,Analytical and Bioanalytical Chemistry,Promising techniques and open challenges for microplastic identification and quantification in environmental matrices,none,Review,Review
2019,July,Portugal,Universidade de Aveiro,-8.657098,40.629946,Environmental Toxicology and Pharamacology ,Polystyrene nanoplastics alter the cytotoxicity of human pharmaceuticals on marine fish cell lines,none,Chemical,Chemical
2019,July,China,Ministry of Natural Resources of the People's Republic of China,116.4107,39.9049,Marine Pollution Bulletin ,Study on the capability and characteristics of heavy metals enriched on microplastics in marine environment,none,Chemical,Chemical
2019,July,China,Qingdao University,120.4282,36.0688,Marine Pollution Bulletin ,"Sorption of Tonalide, Musk Xylene, Galaxolide, and Musk Ketone by microplastics of polyethylene and polyvinyl chloride",none,Chemical,Chemical
2019,July,Brazil,University Estadual Norte Fluminense,-41.289385,-21.762216,Marine Pollution Bulletin ,Debris ingestion by carnivorous consumers: Does the position in the water column truly matter?,Multiple,Multiple Animals,Organism
2019,July,Switzerland,University of Basel,7.583805,47.558496,Marine Pollution Bulletin ,"Ingestion of microplastics by fish and other prey organisms of cetaceans, exemplified for two large baleen whale species",Multiple,Multiple Animals,Organism
2019,July,Spain,University Cantabria,-3.802117,43.471581,Marine Pollution Bulletin ,A methodology to assess the probability of marine litter accumulation in estuaries,none,Water,Environment
2019,July,Spain,Centro Oceanográfico de Baleares,2.6244,39.5527,Marine Pollution Bulletin ,Anthropogenic particles ingestion in fish species from two areas of the western Mediterranean Sea,Multiple,Multiple Animals,Organism
2019,July,China,Tsinghua University,116.2983,39.96,Environmental Pollution ,The phenomenological mass transfer kinetics model for Sr2+ sorption onto spheroids primary microplastics,none,Chemical,Chemical
2019,July,France,"The French Agency for Food, Environmental and Occupational Health & Safety",1.595057,50.722879,Environmental Pollution ,Microplastic contamination and pollutant levels in mussels and cockles collected along the channel coasts,Multiple,Multiple Animals,Organism
2019,July,France,The Institut français de recherche pour l'exploitation de la mer ,-4.562695,48.35865,Environmental Pollution ,Do transparent exopolymeric particles (TEP) affect the toxicity of nanoplastics on Chaetoceros neogracile?,Chaetoceros neogracile,Phytoplank,Organism
2019,July,France,Anses,-1.26889,48.80583,TrAC Trends in Analytical Chemistry,Current frontiers and recommendations for the study of microplastics in seafood,none,Review,Review
2019,July,Norway,NORCE Environment ,5.615581,59.020424,Chemosphere ,"First record of characterization, concentration and distribution of microplastics in coastal sediments of an urban fjord in south west Norway using a thermal degradation method",none,Sediment,Environment
2019,July,Australia,Australian Nuclear Science & Technology Organisation,150.9791,-34.0514,Water Research ,"Biofilm-enhanced adsorption of strong and weak cations onto different microplastic sample types: Use of spectroscopy, microscopy and radiotracer methods",none,Chemical,Chemical
2019,July,Mexico,University Autonoma Campeche,-90.511571,19.831979,Science of the Total Environment,"Occurrence and seasonal distribution of microplastics and phthalates in sediments from the urban channel of the Ria and coast of Campeche, Mexico",none,Sediment,Environment
2019,July,China,East China Normal University,121.4068,31.2277,Chemosphere ,Hydrophobic sorption behaviors of 17 beta-Estradiol on environmental microplastics,none,Chemical,Chemical
2019,July,Ecuador ,UAE,-79.89443,-2.239897,Journal of Ecological Engineering ,Minimal Conditions to Degrade Low Density Polyethylene by Aspergillus terreus and niger,Multiple,Multiple Animals,Organism
2019,May ,Italy,University of Perugia,12.3869,43.1164,Journal of Toxicology and Environmental Health- Part A- Current Issues,Effects of combined exposures of fluoranthene and polyethylene or polyhydroxybutyrate microplastics on oxidative stress biomarkers in the blue mussel (Mytilus edulis),Mytilus edulis,Invert,Organism
2019,June,Australia,Australian Institute of Marine Science,147.0667,-19.2833,Scientific Reports ,"Sources, distribution and fate of microfibres on the Great Barrier Reef, Australia",Pomacentrus moluccensis,Water,Environment
2019,June ,Germany,Hamburg University of Applied Sciences,10.021319,53.556912,Science of the Total Environment,Plastic debris on Pacific Islands: Ecological and health implications,none,Policy,Policy
2019,June,France,University Versailles St Quentin En Yvelines,2.044413,48.780355,Science of the Total Environment,How much innovation is needed to protect the ocean from plastic contamination?,none,Policy,Policy
2019,June,China,East China Normal University,121.4068,31.2277,Science of the Total Environment,A practical approach based on FT-IR spectroscopy for identification of semi-synthetic and natural celluloses in microplastic investigation,none,Chemical,Chemical
2019,June,China,Nanjing University,118.779,32.0568,Quaternary International ,"A review of microplastics in sediments: Spatial and temporal occurrences, biological effects, and analytic methods",none,Review,Review
2019,June,United Kingdom,University of Plymouth,-4.1395,50.3762,Frontiers in Marine Science ,A Change of Mind: Applying Social and Behavioral Research Methods to the Assessment of the Effectiveness of Ocean Literacy Initiatives,none,Policy,Policy
2019,June,Italy,Politecn Milan,9.232412,45.478658,Frontiers in Marine Science ,Modeling Plastics Exposure for the Marine Biota: Risk Maps for Fin Whales in the Pelagos Sanctuary (North-Western Mediterranean), Balaenoptera physalus,Large vert,Organism
2019,June,United States of America,Monterey Bay Aquarium Research Institute,-121.7882,36.8022,Scientific Reports ,The vertical distribution and biological transport of marine microplastics across the epipelagic and mesopelagic water column,none,Water,Environment
2019,June,China,Ocean University of China,120.4974,36.1608,Science of the Total Environment,"Typhoons increase the abundance of microplastics in the marine environment and cultured organisms: A case study in Sanggou Bay, China",Crassostrea gigas ,Invert,Organism
2019,June,Sweden,University of Gothenburg,11.9719,57.6982,Review of Environmental Economics and Policy ,"Marine Plastic Pollution: Sources, Impacts, and Policy Issues",none,Review,Review
2019,June,China,National Marine Environmental Monitoring Center,121.540835,38.869125,Marine Pollution Bulletin ,"Microplastics abundance and characteristics in surface waters from the Northwest Pacific, the Bering Sea, and the Chukchi Sea",none,Water,Environment
2019,June,Netherlands,Netherlands Organisation for Applied Scientific Research,4.326418,52.109472,Marine Pollution Bulletin ,"Sources, transport, and accumulation of different types of plastic litter in aquatic environments: A review study",none,Review,Review
2019,June,Iran,Chabahar Maritime University ,60.6272,25.3104,Marine Pollution Bulletin ,"Microplastics in the surface seawaters of Chabahar Bay, Gulf of Oman (Makran Coasts)",none,Water,Environment
2019,June,Italy,National Research Council,8.548259,45.923836,Marine Pollution Bulletin ,Microplastics do not affect standard ecotoxicological endpoints in marine unicellular organisms, Vibrio fischeri & Phaeodactylum tricornutum,Multiple Animals,Organism
2019,June,United States of America,California State University Long Beach,-118.1141,33.7838,Marine Pollution Bulletin ,"Validation and application of cost and time effective methods for the detection of 3-500 mu m sized microplastics in the urban marine and estuarine environments surrounding Long Beach, California",none,Water,Environment
2019,June,Germany,Ulm University,9.956089,48.423606,Marine Pollution Bulletin ,Microplastics and the gut microbiome: How chronically exposed species may suffer from gut dysbiosis,microbes ,Bacteria,Organism
2019,June,Spain,University Alcala De Henares,-3.362982,40.482617,Marine Pollution Bulletin ,Occurrence and identification of microplastics along a beach in the Biosphere Reserve of Lanzarote,none,Sediment,Environment
2019,June,United States of America,Boston University,-71.1054,42.3505,Proceedings of the Royal Society B- Biological Sciences,"Patterns, dynamics and consequences of microplastic ingestion by the temperate coral, Astrangia poculata",Astrangia poculata,Invert,Organism
2019,June,Finland,University of Helsinki,24.951,60.1726,Environmental Pollution ,Seafloor sediments as microplastic sinks in the northern Baltic Sea - Negligible upward transport of buried microplastics by bioturbation,none,Sediment,Environment
2019,June,Spain,Spanish Institute of Oceanography,-3.7038,40.4168,Environmental Pollution ,"Insights into the uptake, elimination and accumulation of microplastics in mussel",Mytilus galloprovincialis,Invert,Organism
2019,June,China,Xi'an University of Technology,108.993261,34.251815,Environmental Pollution ,A spectroscopic and theoretical investigation of interaction mechanisms of tetracycline and polystyrene nanospheres under different conditions,none,Chemical,Chemical
2019,June,United States of America,Carnegie Institution for Science,-77.0359,38.9094,Environmental Pollution ,Response of bleached and symbiotic sea anemones to plastic microfiber exposure,Aiptasia pallida ,Invert,Organism
2019,June,Spain,Spanish National Research Council,2.114957,41.387543,Environmental Pollution ,Are the primary characteristics of polystyrene nanoplastics responsible for toxicity and ad/absorption in the marine diatom Phaeodactylum tricornutum?,Phaeodactylum tricornutum,Phytoplank,Organism
2019,June,Portugal,Universidade dos Acores,-25.6638,37.7461,Environmental Pollution ,Application of Matrix Scoring Techniques to evaluate marine debris sources in the remote islands of the Azores Archipelago,none,Sediment,Environment
2019,June,China,Chinese Academy of Sciences,116.3833,39.916666,Environmental Pollution ,Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea,Multiple,Multiple Animals,Organism
2019,June,Argentina,Universidad Nacional de las Artes,-62.23442,-38.665938,Bulletin of Environmental Contamination and Toxicology,"Evidence of Microplastic Ingestion by Fish from the Bahia Blanca Estuary in Argentina, South America",Micropogonias furnieri,Small vert,Organism
2019,June,Norway,Institution of Marine Research ,5.303834,60.399918,Environmental Research Letters,Joint effort among research infrastructures to quantify the impact of plastic debris in the ocean,none,Policy,Policy
2019,June,China,Ministry of Natural Resources of the People's Republic of China,116.4107,39.9049,Chemosphere ,Prevalence of microplastic pollution in the Northwestern Pacific Ocean,none,Water,Environment
2019,June,Canada,University of Western Ontario,-81.276617,43.009106,Reviews in Environmental Science and Bio-Technology,Current research trends on microplastic pollution from wastewater systems: a critical review,,Review,Review
2019,June,United States of America,University of New England,-70.3873,43.457813,Marine Policy ,"Microplastics as a new, ubiquitous pollutant: Strategies to anticipate management and advise seafood consumers",none,Policy,Policy
2019,June,China,Zhejiang University,120.166318,30.292268,Science of the Total Environment,Interaction between microplastics and microorganism as well as gut microbiota: A consideration on environmental animal and human health,,Review,Review
2019,May,Spain,Spanish Institute of Oceanography,-3.7038,40.4168,Ecotoxicology and Environmental Safety,"Effect of microplastics on the toxicity of chlorpyrifos to the microalgae Isochrysis galbana, clone t-ISO", Isochrysis galbana,Phytoplank,Organism
2019,May,China,National Marine Environmental Monitoring Center,121.540835,38.869125,Ecotoxicology and Environmental Safety,"The ecotoxicological effects of microplastics on aquatic food web, from primary producer to human: A review",Multiple,Review,Review
2019,May,Poland,Polish Academy of Sciences,18.563665,54.450681,Scientific Reports ,Viscoelastic and shear-thinning effects of aqueous exopolymer solution on disk and sphere settling,none,Chemical,Chemical
2019,May,Australia,University of Tasmania,147.15,-42,Scientific Reports ,"Significant plastic accumulation on the Cocos (Keeling) Islands, Australia",none,Sediment,Environment
2019,May,China,China University of Geosciences Wuhan ,114.40247,30.516045,Water Research ,"Microplastic abundance, characteristics, and removal in wastewater treatment plants in a coastal city of China",,Waste Water,Environment
2019,May,Australia,University of Tasmania,147.15,-42,Science of the Total Environment,Is plastic ingestion in birds as toxic as we think? Insights from a plastic feeding experiment,Coturnix japonica,Small vert,Organism
2019,May,Jamaica ,University of West Indies,-76.748188,18.012126,Science of the Total Environment,Characterization of microplastics in the surface waters of Kingston Harbour,none,Water,Environment
2019,May,United Kingdom,Plymouth Marine Lab,-4.1478,50.3661,Science of the Total Environment,"Identification, origin and characteristics of bio-bead microplastics from beaches in western Europe",none,Sediment,Environment
2019,May,Canada,Carleton University,-75.6964,45.3867,Facets ,"Recommended best practices for plastic and litter ingestion studies in marine birds: Collection, processing, and reporting",,Review,Review
2019,May,Brazil,Federal University of Pernambuco,-34.950817,-8.051778,Frontiers in Marine Science ,Systematic Review of Fish Ecology and Anthropogenic Impacts in South American Estuaries: Setting Priorities for Ecosystem Conservation,,Review,Review
2019,May,China,Dalian University of Technology,121.52898,38.880363,Environmental Science and Technology ,Hyperspectral Imaging Based Method for Rapid Detection of Microplastics in the Intestinal Tracts of Fish,none,Chemical,Chemical
2019,May,China,Tongji University,121.4599,31.2627,Environmental Science and Technology ,Biodegradation of Polystyrene by Dark (Tenebrio obscurus) and Yellow (Tenebrio molitor) Mealworms (Coleoptera: Tenebrionidae),Multiple,Multiple Animals,Organism
2019,May,Ireland,National University of Ireland ,-6.247063,53.338322,Environmental Science and Technology ,Microplastic Ingestion by Gelatinous Zooplankton May Lower Efficiency of the Biological Pump,Salpa fusiformis,Invert,Organism
2019,May,United Kingdom,University of Warwick,-1.5615,52.3793,Journal of Hazardous Materials,Distribution of plastic polymer types in the marine environment; A meta-analysis,none,Water,Environment
2019,May,Spain,Technical University of Madrid ,-3.719301,40.448445,Sustainability,Massive Open Online Education for Environmental Activism: The Worldwide Problem of Marine Litter,,Policy,Policy
2019,May,India,National Institute Of Technology Silchar,92.792209,24.757736,Environmental Technology and Innovation ,Plastics and microplastics: A threat to environment,,Review,Review
2019,May,China,Tsinghua University,116.2983,39.96,Marine Pollution Bulletin ,The chemical behaviors of microplastics in marine environment: A review,none,Review,Review
2019,May,China,Zhejiang Mariculture Research Institute,120.641648,28.016168,Marine Pollution Bulletin ,Impacts of leachates from single-use polyethylene plastic bags on the early development of clam Meretrix meretrix (Bivalvia: Veneridae),Meretrix meretrix,Invert,Organism
2019,May,India,Tuticorin Manonmaniam Sundaranar University,77.649147,8.763822,Marine Pollution Bulletin ,"Abundance, characteristics and surface degradation features of microplastics in beach sediments of five coastal areas in Tamil Nadu, India",none,Sediment,Environment
2019,May,Sweden,IVL Swedish Environmental Research Institute,18.073177,59.346053,Marine Pollution Bulletin ,An efficient and gentle enzymatic digestion protocol for the extraction of microplastics from bivalve tissue,none,Chemical,Chemical
2019,May,Indonesia,Indonesian Institute of Sciences ,106.818023,-6.228852,Marine Pollution Bulletin ,"Abundance and characteristics of microplastics in the northern coastal waters of Surabaya, Indonesia",none,Water,Environment
2019,May,United Kingdom,Plymouth Marine Lab,-4.1478,50.3661,Marine Pollution Bulletin ,"Global ecological, social and economic impacts of marine plastic",none,Review,Review
2019,May,Tunisia,Universite de Carthage,10.3344,36.8705,Marine Pollution Bulletin ,Microplastics in commercial molluscs from the lagoon of Bizerte (Northern Tunisia),Multiple,Multiple Animals,Organism
2019,May,France,University Perpignan Via Domitia,2.898303,42.682424,Marine Pollution Bulletin ,Beached microplastics in the Northwestern Mediterranean Sea,none,Sediment,Environment
2019,May,United Kingdom,University of Southampton,-1.3967,50.936,Marine Pollution Bulletin ,Evaluation of existing methods to extract microplastics from bivalve tissue: Adapted KOH digestion protocol improves filtration at single-digit pore size,none,Chemical,Chemical
2019,May,Brazil,"Instituto Federal De Educãçao, Ciência E Tecnologia Paraíba",-34.868767,-7.121766,Marine Pollution Bulletin ,"Fishing marine debris in a northeast Brazilian beach: Composition, abundance and tidal changes",none,Water,Environment
2019,May,Australia,University of Tasmania,147.15,-42,Marine Pollution Bulletin ,Detection of ultrafine plastics ingested by seabirds using tissue digestion,Ardenna carneipes,Small vert,Organism
2019,May,Egypt,National Institute of Oceanography and Fisheries,31.235171,30.038543,Marine Pollution Bulletin ,"Identification of marine microplastics in Eastern Harbor, Mediterranean Coast of Egypt, using differential scanning calorimetry",none,Water,Environment
2019,May,Mexico,Universidad del Mar,-97.075834,15.890004,Marine Pollution Bulletin ,Description of buoyant fibers adhering to Argonauta nouryi (Cephalopoda: Argonautidae) collected from the stomach contents of three top predators in the Mexican South Pacific,Multiple,Multiple Animals,Organism
2019,May,France,University of Montpellier,3.871046,43.615201,Marine Pollution Bulletin ,Microplastics FTIR characterisation and distribution in the water column and digestive tracts of small pelagic fish in the Gulf of Lions,Multiple,Multiple Animals,Organism
2019,May,Algeria,University Freres Mentouri,6.620343,36.34081,Regional Studies in Marine Science,Concentrations and fingerprints of PAHs and PCBs adsorbed onto marine plastic debris from the Indonesian Cilacap coast and the North Atlantic gyre,none,Chemical,Chemical
2019,May,Brazil,Universidade Federal de Sao Paulo,-46.648979,-23.591665,Regional Studies in Marine Science,Quantitative analysis of pellets on beaches of the Sao Paulo coast and associated non-ingested ecotoxicological effects on marine organisms,none,Sediment,Environment
2019,May,South Africa,Nelson Mandela University,25.6715,-34.001,South African Journal Of Science ,Nurdle drifters around South Africa as indicators of ocean structures and dispersion,none,Water,Environment
2019,May,South Korea,Sejong University,127.073143,37.550252,Environmental Research,Assessment of endocrine-disrupting activities of alternative chemicals for bis(2-ethylhexyl)phthalate,none,Chemical,Chemical
2019,May,Italy,University of Bologna,11.3542,44.4962,Environmental Toxicology and Pharamacology ,Microplastic exposure and effects in aquatic organisms: A physiological perspective,Multiple,Review,Review
2019,May,Nigeria,University of Ibadan,3.899195,7.44416,Environmental Toxicology and Pharamacology ,Microplastics in the marine environment: Current trends in environmental pollution and mechanisms of toxicological profile,Multiple,Review,Review
2019,May,Germany,University of Duisburg Essen,6.800979,51.427671,Environmental Pollution ,Characterization of sorption properties of high-density polyethylene using the poly-parameter linearfree-energy relationships,none,Chemical,Chemical
2019,May,China,Tianjin University,117.176258,39.109873,Environmental Pollution ,Research and management of plastic pollution in coastal environments of China,none,Policy,Policy
2019,May,United States of America,California Environmental Protection Agency,-121.4919,38.5813,Environmental Pollution ,The complex issue of chemicals and microplastic pollution: A case study in North Pacific lanternfish,Myctophidae sp.,Small vert,Organism
2019,May,France,University of Bordeaux,-0.605844,44.825811,Environmental Pollution ,Toxicity assessment of pollutants sorbed on environmental sample microplastics collected on beaches: Part I-adverse effects on fish cell line,Oncorhynchus mykiss,Small vert,Organism
2019,May,France,University of Bordeaux,-0.605844,44.825811,Environmental Pollution ,Toxicity assessment of pollutants sorbed on environmental microplastics collected on beaches: Part II-adverse effects on Japanese medaka early life stages,Oryzias latipes,Small vert,Organism
2019,May,Portugal,Universidade de Aveiro,-8.65714,40.629858,TrAC Trends in Analytical Chemistry,The why and how of micro(nano) plastic research,none,Review,Review
2019,May,Brazil,Universidade de Sao Paulo,-46.731074,-23.561323,Chemosphere ,Organic contamination of beached plastic pellets in the South Atlantic: Risk assessments can benefit by considering spatial gradients,none,Sediment,Environment
2019,May,Mexico,Universidad Autónoma de Nuevo León,-100.3106,25.725159,Ceramics International ,New strategy for microplastic degradation: Green photocatalysis using a protein-based porous N-TiO2 semiconductor,none,Chemical,Chemical
2019,May,Italy,University of Bologna,11.3542,44.4962,Comparative Biochemistry and Physiology C- Toxicology and Pharmacology,The Multixenobiotic resistance system as a possible protective response triggered by microplastic ingestion in Mediterranean mussels (Mytilus galloprovincialis): Larvae and adult stages,Mytilus galloprovincialis,Zooplank,Organism
2019,April,United Kingdom,University of Manchester,-2.233735,53.466763,Frontiers in Earth Science ,"Dispersion, Accumulation, and the Ultimate Fate of Microplastics in Deep-Marine Environments: A Review and Future Directions",none,Review,Review
2019,April,Germany,Alfred Wegener Institute,13.3937,52.5179,Analytical Methods ,Automated identification and quantification of microfibres and microplastics,none,Chemical,Chemical
2019,April,France,Sorbonne University,2.3413,48.8508,Frontiers in Microbiology ,"Microbial Ecotoxicology of Marine Plastic Debris: A Review on Colonization and Biodegradation by the ""Plastisphere""",microbes ,Review,Review
2019,April,Germany,Alfred Wegener Institute,13.3937,52.5179,Plos One,"The Plastisphere - Uncovering tightly attached plastic ""specific"" microorganisms",microbes ,Bacteria,Organism
2019,April,Spain,Universidad de Las Palmas de Gran Canaria,-15.419647,28.099029,Science of the Total Environment,Organic pollutants in marine plastic debris from Canary Islands beaches,none,Sediment,Environment
2019,April,United States of America,University of California Riverside,-117.328032,33.973433,Environmental Science and Technology ,Fish and Seabird Gut Conditions Enhance Desorption of Estrogenic Chemicals from Commonly-Ingested Plastic Items,,Chemical,Chemical
2019,April,China,Chinese Academy of Sciences,116.3833,39.916666,Chemical Engineering Journal ,Transfer and fate of microplastics during the conventional activated sludge process in one wastewater treatment plant of China,,Waste Water,Environment
2019,April,Switzerland,University of Basel,7.583805,47.558496,Analytical Methods ,Using castor oil to separate microplastics from four different environmental matrices,none,Chemical,Chemical
2019,April,Greece,?University of Crete,25.082586,35.307332,Estuarine Coastal and Shelf Science,"Qualitative and quantitative assessment of microplastics in three sandy Mediterranean beaches, including different methodological approaches",none,Sediment,Environment
2019,April,Greece,University of Aegean,26.568936,39.08501,Journal of Hazardous Materials ,Review on the occurrence and fate of microplastics in Sewage Treatment Plants,,Waste Water,Review
2019,April,Malaysia,University of Malaysia Terengganu,103.0877,5.405023,Data in Brief ,Dataset on controlled production of polyhydroxyalkanoate-based microbead using double emulsion solvent evaporation technique,none,Chemical,Chemical
2019,April,Spain,University of Valencia,-0.359402,39.479242,ACS Omega ,Analysis and Prevention of Microplastics Pollution in Water: Current Perspectives and Future Directions,none,Policy,Policy
2019,April,France,Université Paris Sciences et Lettres ,2.337818,48.85465,Bulletin of Environmental Contamination and Toxicology,"No Effect of Polystyrene Microplastics on Foraging Activity and Survival in a Post-larvae Coral-Reef Fish, Acanthurus triostegus",Acanthurus triostegus,Zooplank,Organism
2019,April,China,Beijing Normal University,116.3663,39.962,Environmental Science and Pollution Research,"Sorption behaviors of phenanthrene, nitrobenzene, and naphthalene on mesoplastics and microplastics",none,Chemical,Chemical
2019,April,China,Xihua University ,103.961294,30.778587,Marine Pollution Bulletin ,"Microplastic pollution in the surface sediments collected from Sishili Bay, North Yellow Sea, China",none,Sediment,Environment
2019,April,Australia,CSIRO Oceans & Atmosphere,142.7028,-20.9176,Marine Pollution Bulletin ,Multiple approaches to assessing the risk posed by anthropogenic plastic debris,none,Policy,Policy
2019,April,Spain,Spanish Institute of Oceanography,-3.7038,40.4168,Marine Pollution Bulletin ,Spatio-temporal monitoring of coastal floating marine debris in the Balearic Islands from sea-cleaning boats,none,Water,Environment
2019,April,Canada,Memorial University Newfoundland,-52.7329,47.5738,Marine Pollution Bulletin ,"Low incidence of plastic ingestion among three fish species significant for human consumption on the island of Newfoundland, Canada",Multiple,Multiple Animals,Organism
2019,April,Australia,UNSW Canberra,149.166062,-35.291734,Marine Pollution Bulletin ,A 3D numerical model to Track Marine Plastic Debris (TrackMPD): Sensitivity of microplastic trajectories and fates to particle dynamical properties and physical processes,none,Water,Environment
2019,April,Philippines,University of the Philippines Los Banos,121.241306,14.164716,Marine Pollution Bulletin ,"Plastic waste occurrence on a beach off southwestern Luzon, Philippines",none,Sediment,Environment
2019,April,Brazil,Fluminense Federal University,-43.125234,-22.897383,Marine Pollution Bulletin ,"Dispersal of potentially pathogenic bacteria by plastic debris in Guanabara Bay, RJ, Brazil",bacteria,Bacteria,Organism
2019,April,Brazil,Federal University of Pernambuco,-34.950817,-8.051778,Marine Pollution Bulletin ,Do beachrocks affect microplastic deposition on the strandline of sandy beaches?,none,Sediment,Environment
2019,April,United Kingdom,University of Plymouth,-4.1395,50.3762,Marine Pollution Bulletin ,Characterising the deterioration of different plastics in air and seawater,none,Water,Environment
2019,April,Norway,SINTEF Ocean,10.397308,63.437077,Ocean Modelling ,"Numerical analysis of boundary conditions in a Lagrangian particle model for vertical mixing, transport and surfacing of buoyant particles in the water column",none,Water,Environment
2019,April,Portugal,Universidade de Aveiro,-8.65714,40.629858,Environmental Toxicology and Pharamacology ,Nanoplastics and marine organisms: What has been studied?,,Review,Review
2019,April,China,Nanjing University,118.779,32.0568,Environmental Toxicology and Pharamacology ,Ecotoxicological effects on Scenedesmus obliquus and Danio rerio Co-exposed to polystyrene nano-plastic particles and natural acidic organic polymer,Multiple,Phytoplank,Organism
2019,April,Italy,University of Messina,15.553,38.1892,Environmental Toxicology and Pharamacology ,Microplastics occurrence in the Tyrrhenian waters and in the gastrointestinal tract of two congener species of seabreams,Multiple,Multiple Animals,Organism
2019,April,Germany,German Federal Institute of Hydrology ,7.598474,50.353265,TrAC Trends in Analytical Chemistry,Sampling techniques and preparation methods for microplastic analyses in the aquatic environment - A review,none,Review,Review
2019,April,United Kingdom,Cardiff University,-3.1789,51.4866,Global Change Biology ,A catchment-scale perspective of plastic pollution,,Review,Review
2019,April,Italy,University of Siena,11.333,43.3192,Polar Biology,Polystyrene nanoparticles affect the innate immune system of the Antarctic sea urchin Sterechinus neumayeri, Sterechinus neumayeri,Invert,Organism
2019,April,Italy,University of Siena,11.333,43.3192,Environmental Pollution ,Marine litter: One of the major threats for marine mammals. Outcomes from the European Cetacean Society workshop,none,Policy,Policy
2019,April,Australia,University of Technology Sydney,151.200402,-33.883251,Environmental Pollution ,Microplastic pollution in estuaries across a gradient of human impact,,Water,Environment
2019,April,Saudi Arabia,King Abdullah University of Science and Technology,39.1047,22.3095,Environmental Pollution ,Mangrove forests as traps for marine litter,none,Water,Environment
2019,April,Italy,Parthenope University Naples,14.2535,40.8374,Environmental Pollution ,Leachates of micronized plastic toys provoke embryotoxic effects upon sea urchin Paracentrotus lividus,Paracentrotus lividus,Invert,Organism
2019,April,China,Ocean University of China,120.3353,36.0613,Environmental Pollution ,"The interactions between micro polyvinyl chloride (mPVC) and marine dinoflagellate Karenia mikimotoi: The inhibition of growth, chlorophyll and photosynthetic efficiency",Karenia mikimotoi,Phytoplank,Organism
2019,April,Greece,Hellenic Centre for Marine Research,23.904,37.7333,Environmental Pollution ,Determining suitable fish to monitor plastic ingestion trends in the Mediterranean Sea,,Review,Review
2019,April,Italy,University of Tuscia,12.112257,42.413264,Toxicology in Vitro ,In vitro evaluation of cytotoxic and genotoxic effects of Di(2-ethylhexyl)-phthalate (DEHP) on European sea bass (Dicentrarchus labrax) embryonic cell line,Dicentrarchus labrax,Small vert,Organism
